Refactoring Type,Source File,Model,Split,Pos Train,Neg Train,Accuracy,TN,TP,FN,FP,Model Params,Approach,Type Split,Type File,metric
Extract Superclass,ratiocount_split,RandomForest,0.4,4,8,0.508,77,25,75,23,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratiocount,True,False,TP
Inline Method,ratiocount_split,RandomForest,0.2,12,24,0.794,84,75,25,16,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 200}""]",ratiocount,True,False,Accuracy
Inline Method,ratiocount_split,RandomForest,0.3,11,22,0.627,85,40,60,15,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratiocount,True,False,TN
Inline Method,ratiocount_split,RandomForest,0.2,12,24,0.794,84,75,25,16,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 200}""]",ratiocount,True,False,TP
Move Attribute,ratiocount_split,RandomForest,0.4,7,14,0.668,94,40,60,6,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",ratiocount,True,False,Accuracy
Move Attribute,ratiocount_split,SVM,0.4,7,14,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'rbf'}""]",ratiocount,True,False,TN
Move Attribute,ratiocount_split,RandomForest,0.3,8,16,0.643,79,50,50,21,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratiocount,True,False,TP
Move Class,ratiocount_split,RandomForest,0.2,21,42,0.749,83,67,33,17,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",ratiocount,True,False,Accuracy
Move Class,ratiocount_split,SVM,0.5,13,26,0.628,90,36,64,10,"[""{'C': 10, 'kernel': 'rbf'}""]",ratiocount,True,False,TN
Move Class,ratiocount_split,RandomForest,0.2,21,42,0.749,83,67,33,17,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",ratiocount,True,False,TP
Move Method,ratiocount_split,RandomForest,0.3,7,14,0.597,86,33,67,14,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",ratiocount,True,False,Accuracy
Move Method,ratiocount_split,SVM,0.3,7,14,0.468,94,0,100,6,"[""{'C': 1, 'kernel': 'rbf'}""]",ratiocount,True,False,TN
Move Method,ratiocount_split,LogisticRegression,0.5,5,10,0.447,49,40,60,51,"[""{'C': 10, 'max"", ""iter': 200}""]",ratiocount,True,False,TP
Pull Up Method,ratiocount_split,RandomForest,0.2,6,12,0.701,90,50,50,10,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 200}""]",ratiocount,True,False,Accuracy
Pull Up Method,ratiocount_split,RandomForest,0.3,5,10,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",ratiocount,True,False,TN
Pull Up Method,ratiocount_split,RandomForest,0.2,6,12,0.701,90,50,50,10,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 200}""]",ratiocount,True,False,TP
Rename Package,ratiocount_split,SVM,0.5,3,6,0.962,92,100,0,8,"[""{'C': 0.1, 'kernel': 'linear'}""]",ratiocount,True,False,Accuracy
Rename Package,ratiocount_split,SVM,0.2,5,10,0.961,92,100,0,8,"[""{'C': 0.1, 'kernel': 'linear'}""]",ratiocount,True,False,TN
Rename Package,ratiocount_split,RandomForest,0.2,5,10,0.952,90,100,0,10,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratiocount,True,False,TP
Extract Method,ratiocount_split_single,RandomForest,0.5,49,31,0.631,55,71,29,45,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",ratiocount,True,True,Accuracy
Extract Method,ratiocount_split_single,RandomForest,0.4,58,31,0.624,55,70,30,45,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 200}""]",ratiocount,True,True,TN
Extract Method,ratiocount_split_single,SVM,0.3,68,31,0.579,26,90,10,74,"[""{'C': 1, 'kernel': 'linear'}""]",ratiocount,True,True,TP
Inline Method,ratiocount_split_single,RandomForest,0.4,8,16,0.821,81,83,17,19,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",ratiocount,True,True,Accuracy
Inline Method,ratiocount_split_single,RandomForest,0.4,8,16,0.821,81,83,17,19,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",ratiocount,True,True,TN
Inline Method,ratiocount_split_single,RandomForest,0.4,8,16,0.821,81,83,17,19,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",ratiocount,True,True,TP
Move Attribute,ratiocount_split_single,RandomForest,0.2,5,10,0.652,80,50,50,20,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",ratiocount,True,True,Accuracy
Move Attribute,ratiocount_split_single,SVM,0.3,4,8,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'rbf'}""]",ratiocount,True,True,TN
Move Attribute,ratiocount_split_single,RandomForest,0.2,5,10,0.652,80,50,50,20,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",ratiocount,True,True,TP
Move Class,ratiocount_split_single,RandomForest,0.2,14,28,0.822,89,75,25,11,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 200}""]",ratiocount,True,True,Accuracy
Move Class,ratiocount_split_single,RandomForest,0.4,10,20,0.655,93,38,62,7,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratiocount,True,True,TN
Move Class,ratiocount_split_single,RandomForest,0.2,14,28,0.822,89,75,25,11,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 200}""]",ratiocount,True,True,TP
